Date,Community,State,Dead,Injured,Total,Description
June 13,Rison,Arkansas,0,4,4,"Shortly before midnight, four individuals were wounded in a shooting.[437]"
June 13,St. Louis (6),Missouri,1,5,6,Five individuals were wounded and one killed during an early morning shooting in the JeffVanderLou neighborhood.[438]
June 13,Wyandanch,New York,1,7,8,One person was killed and seven others wounded after a shooting at a house party. Local police believe the incident was gang related.[439]
June 13,Atlanta (3),Georgia,2,5,7,"An individual shot at a large group of people from a vehicle, killing two people and wounding five.[440]"
June 13,Baltimore (4),Maryland,0,5,5,"Five people were wounded in the Fells Point neighborhood during a large gathering at Broadway Square, with many people drinking alcoholic drinks.[441]"
June 13,"Washington, D.C. (4)","Washington, D.C.",2,5,7,Shortly before midnight responding officers discovered seven shooting victims. A man and woman later died at hospitals.[442]
June 12,Philadelphia (9),Pennsylvania,0,6,6,"Early in the morning five men and one woman were wounded after multiple men opened fire on a group in the Tioga neighborhood, causing the group to scatter and run away.[443]"
June 12,New York City (4),New York,1,3,4,A 19-year-old woman was killed and a man and a two teenagers wounded at a local park in the Bronx late at night.[444]
June 12,San Antonio (4),Texas,0,8,8,"A man denied entry into a bar for being too drunk, stated ""Don't you know who I am?"" to the bouncer before leaving. He returned later with a rifle and opened fire injuring five women and three men.[445]"
June 11,Richmond (1),Virginia,0,4,4,Shortly after midnight responding officers discovered two men wounded by gunfire. Another man and a woman were taken to hospital.[446]
June 11,Monroe,Louisiana,6[n 1],0,6,"A mother killed her neighbor and four children aged 12, 8, 5, and 5 months, then killed herself.[447]"
June 11,"Washington, D.C. (3)","Washington, D.C.",0,7,7,Seven people including two juveniles were wounded in the Trinidad neighborhood of DC. Officers discovered the victims after hearing gunshots in the early morning.[448]
June 11,Houston (7),Texas,2,4,6,"Two men were killed, and three men and a 13-year-old were wounded in a drive-by shooting while standing in an apartment complex parking lot.[449]"
June 10,Sacramento (2),California,1,3,4,"Shortly before midnight, officers discovered three men and one boy wounded by gunfire. One man died later at the hospital.[450]"
June 10,Paso Robles,California,2[n 1],5,7,A man shot and killed a civilian and wounded an officer. Responding officers killed the suspect; three officers were wounded after a short manhunt.[451]
June 10,Toledo (1),Ohio,1,3,4,Early in the morning ShotSpotter alerted officers to a graduation party. One 18-year-old was killed and three others wounded.[452]
June 9,Scotland Neck,North Carolina,0,5,5,Four adults and a six-year-old child were wounded in a drive-by shooting at a home and vehicle.[453]
June 9,Vallejo,California,2,3,5,Two women were killed and two adults and a 10-year-old child were injured at a child's birthday party late at night.[454]
June 9,Philadelphia (8),Pennsylvania,1,6,7,Just before midnight there was a shootout in an apartment complex in the Northern Liberties neighborhood. Six people were wounded and a man was found dead behind some cars near the complex.[455]
June 8,Memphis (6),Tennessee,0,4,4,A home was first shot at; when police investigated the shooters returned and opened fire. Four people were injured in the second shooting including an 18-month-old infant.[456]
June 8,New York City (3),New York,0,4,4,"A woman, two men and a 17-year-old were wounded after an argument escalated in Brooklyn. The shooter fled the scene.[457]"
June 7,Dyersburg,Tennessee,0,5,5,Five people were wounded inside the local American Legion club in the early morning; they all refused to speak with police.[458]
June 7,Chicago (11),Illinois,1,3,4,Officers responding to a shots-fired call discovered four wounded victims. One victim died in hospital; the other three did not cooperate with investigators.[459]
June 7,Chicago (10),Illinois,0,6,6,Six men were wounded in a late-night drive by shooting while standing on the sidewalk.[460]
June 7,Sikeston,Missouri,2,7,9,Two women were killed and seven other people wounded at a house party by a drive-by shooting early in the morning.[461]
June 7,Hope,Arkansas,0,6,6,Six people between 15 and 21-years-old were wounded in the early morning during a social gathering.[462]
June 6,Sacramento (1),California,1,4,5,One person was killed and four were wounded near a house party after an altercation escalated.[463]
June 6,Ironton,Ohio,0,4,4,Four men were injured after a fight between a large number of people escalated in a local bar's parking lot.[464]
June 6,Kansas City (3),Missouri,1,4,5,An argument escalated in the early morning with at least two individuals opening fire. One man died and four others were wounded.[465]
June 5,Denver (1),Colorado,0,4,4,Four people were wounded in an early morning shooting. A juvenile was later arrested in connection with the shooting.[466]
June 4,Valhermoso,Alabama,7,0,7,Shortly before midnight authorities responded to a home fire. Seven people killed by gunshots were found after the fire was put out.[467]
June 2,Racine,Wisconsin,0,5,5,Three teenagers and two adults aged between 18 and 20-years-old were wounded at a local beach. Officials do not think there is a connection between it and the protests that occurred that night.[468]
June 2,Dallas (1),Texas,1,3,4,Four people were wounded after two gunmen opened fire in a bar. A woman later died in hospital.[469]
June 2,Chicago (9),Illinois,0,4,4,Four males were wounded while standing on the sidewalk when a shooter approached and fired at them.[470]
June 1,St. Louis (5),Missouri,0,4,4,Four St. Louis police officers were wounded during an altercation with protestors near police headquarters.[471]
May 31,Saginaw (2),Michigan,0,6,6,Six people were shot when a man opened fire on a block party. The suspect has not been apprehended.[472]
May 31,Philadelphia (7),Pennsylvania,0,4,4,A 12-year-old and three adults were wounded in a shooting in the Kensington section of the city.[473]
May 31,Gulfport,Mississippi,1,5,6,An 18-year-old was killed and five others injured after someone opened fire early in the morning at a large gathering of people.[474]
May 30,Hiawatha,Iowa,1,3,4,Four people were shot at a mobile home park; one was killed and three  hospitalized.[475]
May 30,Altha,Florida,1,5,6,"One person was killed and five, including a law enforcement officer, wounded at a birthday party at a local dragstrip.[476]"
May 30,Gastonia (1),North Carolina,1,5,6,"Six people were shot, one fatally, in the early morning at a block party after multiple individuals opened fire.[477]"
May 30,Houston (6),Texas,1,4,5,"One person was killed and four wounded including two and 12-year-old children, during a block party.[478]"
May 29,Portsmouth,Virginia,0,5,5,"Five individuals were wounded in a shooting, including a 10-year-old boy. All victims left the scene for hospital via private vehicles, while police were called to the scene.[479]"
May 28,Philadelphia (6),Pennsylvania,1,3,4,Two men approached four people sitting on their porch and opened fire in the evening. A man was killed and two others and a woman were injured.[480]
May 28,Memphis (5),Tennessee,0,4,4,A road rage incident near I-240 wounded two children and two adults.[481]
May 28,Louisville (2),Kentucky,0,7,7,"Seven people were injured in a shooting during a protest against police brutality in the aftermath of the death of Breonna Taylor, two seriously.[482]"
May 27,Boston (1),Massachusetts,1,4,5,Five men with gunshot wounds were found by police; one died.[483]
May 27,Cleveland (4),Ohio,1,3,4,"Four people were wounded outside of a gas station, in the early morning; one  died.[484]"
May 27,San Jose (1),California,0,5,5,A group of five men were wounded outside an apartment complex by a shooter before the individual fled on foot.[485]
May 27,Philadelphia (5),Pennsylvania,0,4,4,"Four men were shot and wounded in a drive-by shooting in the morning, and all taken to the hospital in private vehicles.[486]"
May 26,Vicksburg,Mississippi,0,4,4,Shortly after midnight four people aged between 16 and 27 were shot in a Waffle House parking lot.[487]
May 26,Los Angeles (2),California,0,5,5,"Five people were wounded in a shooting outside an apartment complex, ranging in age from mid-teens to early 20s.[488]"
May 26,Philadelphia (4),Pennsylvania,0,4,4,Four people were wounded in a late night shooting.[489]
May 26,Chicago (8),Illinois,2,2,4,A man selling items on a street corner was shot and killed in a drive-by shooting. A pedestrian was also killed and two others wounded.[490]
May 26,Bowman,South Carolina,3,5,8,A drive-by shooting at a neighborhood cookout in the early morning left three individuals dead and five injured.[491]
May 25,Lake Charles (1),Louisiana,0,6[n 3],6,"A 17-year-old shooter and others engaged in a shootout at a graduation party, three 15-year-olds, a 16-year-old, a 17-year-old, and the shooter were injured.[492][493]"
May 24,Jackson (Ms) (2),Mississippi,1,4[n 1],5,"A man was shot and later died at the hospital, while four others, including the suspect, were wounded after a shooting at a private residence.[494]"
May 24,St. Louis (4),Missouri,0,4,4,Four people were shot in the early morning at an intersection.[495]
May 24,Danville,Alabama,3,1,4,Police responding to calls about gunshots found three people dead and one injured at a private residence.[496]
May 24,Myrtle Beach (1),South Carolina,0,4,4,Four people were wounded shortly after midnight in a what may have been a gang-related shooting. Six people were arrested.[497]
May 23,"Washington, D.C. (2)","Washington, D.C.",1,3,4,Officers responding to a shooting found four individuals who were taken to hospital; one died.[498]
May 23,Rock Island (1),Illinois,1,4,5,A man was killed and four others injured after a fight at a large gathering on a street escalated into a shooting.[499]
May 23,Jonesville,South Carolina,2,5,7,A man and 17-year-old were killed and five others wounded at a block party after the state's quarantine order was lifted.[500]
May 23,Charlotte (1),North Carolina,0,6,6,Six people were shot in a parking lot after an argument escalated.[501]
May 23,Mount Morris Township,Michigan,1,3,4,A shooting left one dead and three in critical condition.[502]
May 23,Chicago (7),Illinois,1,3,4,A shooter pulled up outside a home and opened fire on four men standing on the porch. One was killed and three injured.[503]
May 23,Daytona,Florida,0,6,6,Two people were shot and four others wounded by bullet fragments after a shooter opened fire on a crowded beach.[504]
May 23,Fort Lauderdale (1),Florida,0,5,5,Five men were wounded outside a Jamaican restaurant in the early morning. All were taken to hospital; they refused to cooperate with police.[505]
May 23,Houston (5),Texas,0,4,4,"A fight escalated at a bar, with the perpetrator leaving, driving to the back of the bar, and opening fire, wounding four men.[506]"
May 22,Cleveland (3),Ohio,1,3,4,A man was killed and three other individuals wounded after shots were fired near a local deli in the early morning.[507]
May 20,Houston (4),Texas,2[n 1][n 2],3,5,"A man shot and killed his pregnant ex-girlfriend and wounded her sister, mother, and boyfriend, then committed suicide after being surrounding by police.[508]"
May 19,Decatur (1),Illinois,0,5,5,Five men were wounded shortly after midnight.[509]
May 18,Bakersfield (2),California,0,5,5,"Five teenagers, aged 18 and 17-years-old, were wounded after a man fired into the apartment from outside the complex.[510]"
May 17,Charleston,South Carolina,0,4,4,Three people were wounded when an individual opened fire at a party that was hosted at a short-term rental. A woman walking her dog near the home was also wounded.[511]
May 17,District Heights,Maryland,1,3,4,Police responded to a shooting and found an 18-year-old dead on the sidewalk. Three injured victims were identified later.[512]
May 17,St. Matthews,South Carolina,4[n 1],1,5,"A mother and her 15- and 12-year-old daughters were shot and killed by her husband, who wounded another daughter before killing himself. Another daughter was uninjured and ran for help.[513]"
May 16,Bogalusa,Louisiana,0,13,13,"Hundreds of people had gathered for a memorial service when multiple shooters began firing, wounding thirteen people.[514]"
May 14,Albuquerque (3),New Mexico,0,5[n 2],5,"Police responding to a call of shots fired discovered five individuals, including a pregnant woman, wounded after an argument had escalated.[515]"
May 13,Rockford (2),Illinois,1,4,5,One person was killed and four injured in a believed targeted shooting at a gas station.[516]
May 13,Garrison,Kentucky,1,4,5,Six people were involved in the repossession of a vehicle; one opened fire killing one and injuring four.[517]
May 11,Montgomery (1),Alabama,0,4,4,Police responding to a call about a gunshot victim discovered one victim; three others were taken to hospital by car.[518]
May 10,Katy,Texas,0,6[n 3],6,"A dispute between two neighbors escalated causing five people, including a five-year-old girl, to be wounded.[519]"
May 10,Baton Rouge (1),Louisiana,0,5,5,"Multiple gunmen were involved in a shootout at a local food market, wounding five including a minor.[520]"
May 10,Fort Worth (1),Texas,0,5,5,Five people were wounded in a public park where hundreds were gathered. Some thought the gunfire was fireworks.[521]
May 9,St. Louis (3),Missouri,0,4,4,Four people were wounded during a late night shooting.[522]
May 7,Baltimore (3),Maryland,0,4,4,Four men were discovered shot on the city's west side in the evening.[523]
May 6,Memphis (4),Tennessee,2,2,4,Two men were shot and killed in a vehicle; two others were wounded after attempting to exit the vehicle and being shot at in a drive-by.[524]
May 6,Albany (Ga.) (1),Georgia,1,3,4,A 16-year-old was killed and three others wounded in a vehicle after the car was shot at multiple times in the early morning.[525]
May 5,Hammond,Indiana,1,3,4,A man was killed and three others wounded after an incident of road rage escalated.[526]
May 3,Columbus (1),Ohio,0,4,4,Four people were wounded after an individual opened fire at a house party.[527]
May 3,Jacksonville (2),Florida,0,4,4,"A man drove up to a street and after exiting the car fired at least 30 shots into a crowd of people, wounding four men.[528]"
May 3,Chicago (6),Illinois,0,5,5,Five teenagers aged 15 through 19 years old were injured in a drive-by shooting after attending a large gathering.[529]
May 2,Philadelphia (3),Pennsylvania,0,4,4,A man and three women were injured in a shooting in the evening.[530]
April 29,Indianapolis (2),Indiana,0,4,4,Four people were wounded in a shooting that involved two vehicles and an additional four people near Perry Park.[531]
April 27,Milwaukee (3),Wisconsin,5,0,5,"Five people, aged between 14 and 41, were killed in a home, with a child being uninjured in the violence. Police treated the incident as  domestic violence.[532] The shooter was sentenced to 205 years in prison in 2021.[533]"
April 26,Salisbury (2),North Carolina,1,4,5,"One individual was killed and four others, including a juvenile, were injured after a fight escalated into a shooting.[534]"
April 26,Troy (NY),New York,0,4,4,Four people were wounded in the city's South End in an early morning shooting.[535]
April 25,Joliet,Illinois,1,3,4,"One person was killed and three others, one 17 years old, wounded in an early morning shooting.[536]"
April 25,Memphis (3),Tennessee,0,7,7,Seven people were discovered wounded after police responded to an aggravated assault call. They were wounded in a drive-by shooting after heading to an early morning party.[537]
April 25,Orlando (2),Florida,1,4,5,An 18-year-old athlete who was to play at the University of Louisville was killed and four others injured in a late night shooting.[538]
April 24,Fort Wayne,Indiana,0,4,4,Police responding to a shots-fired call found four people injured.[539]
April 24,Houston (3),Texas,3,1,4,Three people were killed and one injured in an apartment by two shooters. Due to the lack of forced entry it is thought that the victims may have known the shooters.[540]
April 18,Hyattsville,Maryland,2,2,4,Two men were killed and two injured in a late-night shooting.[541]
April 17,Springfield (Ma),Massachusetts,1,4[n 3],5,One man was killed and four others injured after multiple individuals opened fire on a backyard gathering before fleeing in a car and continuing to fire.[542][543]
April 17,Greensboro (2),North Carolina,1,3,4,Responding police discovered three adults and a juvenile injured by a shooting. An adult later died in the hospital.[544]
April 15,Jackson (Ms) (1),Mississippi,1,3,4,A five-year-old girl was killed and three adults wounded after someone shot into an apartment.[545]
April 11,Bakersfield (1),California,0,6,6,One juvenile and five adults were wounded when a large party at an apartment complex was fired upon by at least four shooters.[546]
April 10,Muskegon,Michigan,0,4,4,"Police were alerted about shots fired shortly after midnight, and arrived to find the suspect had fled and the four wounded had taken themselves to hospital.[547]"
April 8,Detroit (1),Michigan,0,4,4,"One man and three women were injured after an altercation escalated. A male shooter escaped the scene, and a female was arrested for pointing a weapon at one of the wounded.[548]"
April 8,Anchorage (1),Alaska,0,4,4,Police responding to a call of shots fired found one person wounded. An additional three connected to the shooting were found in local hospitals.[549]
April 8,Greenwood,South Carolina,1,3,4,A 19-year-old was killed and three others individuals were wounded at an apartment complex.[550]
April 7,Chicago (5),Illinois,1,3,4,"One man was killed and three other people wounded, including a 5-year-old, after an individual came out of an alley and fired on the group. One of the group likely returned fire at the shooter.[551]"
April 5,New York City (2),New York,0,4,4,Four men were wounded in an early morning shooting in a Brooklyn apartment.[552]
April 5,Lancaster,South Carolina,1,4,5,One man was killed and four other individuals were wounded in a drive-by shooting in which people standing outside a house and sitting in a car were fired upon.[553]
April 5,Los Angeles (1),California,1,3,4,One man was killed and two other men and one woman were injured in an afternoon shooting.[554]
April 4,Vidor,Texas,0,4,4,"Police officers responding to a shots-fired call found four wounded individuals, with the shooter arrested later.[555]"
April 4,Lubbock,Texas,2,2,4,"Police responding to a shots fired call found a dead man and teenaged girl, and two seriously wounded individuals.[556]"
April 4,Hialeah,Florida,1[n 1],4,5,"A man shot and wounded his ex-girlfriend's relatives before barricading himself with her and their 9-year-old child in the home. During the stand-off an officer and the ex-girlfriend were wounded, and the man was killed by police.[557]"
April 3,Louisville (1),Kentucky,0,4,4,Police responding to calls about a shooting discovered two people wounded; two other wounded people drove themselves to the hospital.[558]
March 31,Macon (1),Georgia,3,1,4,"A domestic argument escalated, and a man shot and killed his child's mother, step-father, and sister before abducting his two-year-old child. The shooter was arrested and the child recovered after an Amber Alert was issued.[559]"
March 30,Philadelphia (2),Pennsylvania,0,5,5,"Five people were wounded at a late night memorial gathering after a man fired into the crowd from half-a-block away. The wounded included a two-year-old, a fourteen-year-old, and an eighteen-year-old.[560]"
March 29,Atlanta (2),Georgia,0,4,4,"Four people were wounded in a late-night shooting, with two of the wounded under the age of 18. One of the wounded was showing signs of COVID-19.[561]"
March 28,Baltimore (2),Maryland,1,3,4,One man was killed and two others and a teenager wounded in a drive-by shooting by three shooters.[562]
March 23,San Antonio (3),Texas,0,4,4,"Four people in a car were wounded by a shooter in the early morning. Three of the victims took themselves to hospitals before police arrived. The victim found by officers knew who had shot him, but refused to cooperate with police questions.[563]"
March 22,Hanahan,South Carolina,0,4,4,Four people were injured in an early morning shooting.[564]
March 20,Norfolk (1),Virginia,0,4,4,Four people were discovered to be wounded in a shooting after police received a report about a shooting.[565]
March 20,St. Louis (2),Missouri,0,4,4,Three men and a woman were shot and wounded leaving a bar early in the morning. A second woman was injured by the crowd fleeing the scene.[566]
March 18,Jacksonville (1),Florida,1,4,5,Five people were shot by a man wearing all-black and possibly a face mask; one died at the scene. One of the wounded is a three-year-old child.[567]
March 17,Baltimore (1),Maryland,0,7,7,Police reported that seven civilians were injured during a police-involved shooting.[568]
March 15,Springfield (Mo),Missouri,5[n 1],2,7,"2020 Springfield, Missouri shooting: A shooter killed four people, including a police officer, and injured two others, including another police officer, before committing suicide at a gas station.[569]"
March 15,Moncure,North Carolina,7[n 1],0,7,Seven adult members of the same family were killed in an apparent murder suicide and were discovered after reports of shots fired.[570]
March 14,Saginaw (1),Michigan,2,2,4,Police responding to a shooting found three women and one man injured; two women died.[571]
March 14,Albuquerque (2),New Mexico,1,3,4,"Reportedly a group of young men burst into a home and started shooting early in the morning. They wounded a woman, a 16-year-old girl and a 17-year-old girl and killed a man.[572]"
March 13,New Orleans (2),Louisiana,0,5,5,"Four men riding in a vehicle shot and wounded five people, including a 15-year-old boy, in a drive-by shooting, in the Algiers neighborhood.[citation needed]"
March 13,Rockford (1),Illinois,0,4,4,Three men and one woman were wounded after another man opened fire inside of an apartment. The man was later arrested by police.[573]
March 10,Chester,Pennsylvania,2,2,4,Police responding to a shooting discovered two 15-year-old boys killed and a third juvenile injured. A fourth wounded juvenile involved in the shooting was later identified at a medical center.[574]
March 8,Ceres,California,1,3,4,"Police responded to reports of a shooting and discovered three wounded individuals, one of whom later died. A fourth victim arrived at a hospital in a private vehicle.[575]"
March 8,Milwaukee (2),Wisconsin,1,3,4,An early morning argument escalated and resulted in one man killed and three injured outside a local business.[576]
March 8,South Holland,Illinois,0,4,4,"Four men were wounded in a vehicle on Bishop Ford Freeway, after another vehicle's occupant(s) fired on them.[577]"
March 8,Rosedale,Maryland,1,5,6,"A 13-year-old boy was killed, five others were wounded; a 14-year-old boy and girl, two 12-year-old boys and a 19-year-old man were wounded. The group was shot at in a parking lot after an altercation while attending a Triple Threat Elite Dance event.[578]"
March 7,Cleveland (2),Ohio,1,17,18,Seventeen people were wounded and one killed after a shootout between multiple motorcycle clubs after a fight at one of the club's headquarters caused many to be thrown out.[579]
March 7,Albuquerque (1),New Mexico,0,4,4,Three adults and one child were injured by a shooter while leaving a house party. The shooter was later arrested.[580]
March 7,Chicago (4),Illinois,0,7,7,Six men and a woman were injured in a drive-by shooting after leaving a house party after a fight broke out in the Greater Grand Crossing neighborhood.[581]
March 6,"Washington, D.C. (1)","Washington, D.C.",0,6,6,"Four males, one female and a five-year-old child were discovered by police wounded in a drive-by shooting.[582]"
March 4,Tulare,California,1,5,6,One was killed while five others were injured at a mass shooting during a celebration of life.[583]
February 29,Kansas City (2),Missouri,1,4,5,Four people were injured and one person was fatally wounded at a shooting.[584]
February 29,Brighton,Colorado,0,5,5,"Five people were wounded in a drive by shooting, before the perpetrators fled.[585]"
February 26,Milwaukee (1),Wisconsin,6[n 1],0,6,"Milwaukee brewery shooting: Five people were killed when a gunman opened fire at the local Molson Coors Beverage Company campus, where he had been employed, then committed suicide."
February 25,Chicago (3),Illinois,1,4,5,"In a shooting at a convenience store in the Avalon Park neighborhood four people were hurt and one person was killed. The four wounded victims were listed in serious-to-critical condition. It was reported  that three people, including two men and a woman, exited a vehicle and started firing inside the store. They fled in a white vehicle after the arrival of police.[586]"
February 25,Lafayette (1),Louisiana,0,6,6,Six people were injured in a shooting at a business.[587]
February 23,Houston (2),Texas,0,7,7,"Seven people were shot and wounded, not critically, at a flea market where a dance event with adults and children was taking place. A suspect was arrested and charged with assault.[588]"
February 23,Clarkton,North Carolina,3,1,4,Three people were killed and one person was injured in a shooting. A suspect turned himself in to local authorities and was charged with three counts of murder and one count of attempted murder.[589]
February 20,Caldwell,Idaho,2[n 1],3,5,"Two people were fatally shot and three others, including a police officer, were wounded in a shooting at an apartment complex. The suspect was among the dead.[590]"
February 20,Greensboro (1),North Carolina,0,4,4,Four men were sent to a hospital after police said there were wounded in a shooting in the street.[591]
February 20,Orlando (1),Florida,4[n 1],0,4,A man killed his wife and two children before killing himself.[592]
February 19,Philadelphia (1),Pennsylvania,0,4,4,"There was a shooting in the North Side of the city where four people were injured, two critically. A suspect was arrested.[593]"
February 17,Port Gibson,Mississippi,2,2,4,Four students of Alcorn State University were involved in a shooting off campus; two were killed and two injured.[594]
February 16,Pensacola,Florida,1,4,5,"One person was killed and four others injured, two seriously, in a drive-by shooting.[595]"
February 16,Midland,Texas,1,3,4,A shooting occurred at a bar where one victim was killed and three others were wounded.[596]
February 16,Hartford (1),Connecticut,1,4,5,One person was killed and four others were wounded in a shooting at a nightclub.[597]
February 15,New Orleans (1),Louisiana,0,4,4,"Four people, two men and two women, were wounded in a shooting blocks away from the city's Mardi Gras Parade route.[598]"
February 15,Memphis (2),Tennessee,0,7,7,Seven people were wounded when an unknown shooter opened fire at a street race after an argument escalated.[599]
February 14,Chicago (2),Illinois,0,6,6,Three adults and three children were wounded in a shooting at a gathering in an apartment complex in the South Side of the city.[600]
February 10,Dover,Delaware,1,4,5,One person was fatally shot and four others were wounded in a shooting.[601]
February 9,San Antonio (2),Texas,0,4,4,"A heated argument turned violent between a man and a woman in front of a house which led to a shooting. Four people were injured, three seriously, and taken to hospital. Two of the injured were charged afterwards.[602]"
February 9,Youngstown,Ohio,3,2,5,Three people were killed and two others were injured in a shooting at a club. One of the victims was found dead inside a car. At least one suspect was arrested.[603]
February 8,Houston (1),Texas,1,3,4,A 29-year-old rap artist was killed and three others were wounded in a shooting in North Houston. The suspects were thought to be gang members.[604]
February 7,Waco,Texas,1,3,4,"One man was killed and three others wounded, two critically, in a shooting outside and inside a home in Waco. Police believe that the shooting was due to a sale of illicit drugs gone wrong.[605]"
February 5,Indianapolis (1),Indiana,4,0,4,Three males and a female were fatally shot on the Northeast section of the city.[606]
February 3,Washington County,Maine,3,1,4,Three people were killed and another was injured in the towns of Machias and Jonesboro.  A 63-year-old man was charged with the crime.[607]
February 3,Grapevine,California,1,5,6,"One person was killed and five others were injured from a shooting on a Greyhound bus heading from Los Angeles to San Francisco. The bus was traversing Tejon Pass on Interstate 5, near Lebec, California, and stopped in Grapevine after the shooting.[608]"
February 1,Philadelphia,Mississippi,0,4,4,"Police responded to a street location where multiple shots were fired. They found four victims, aged 18–45 years old, with bullet wounds. Three of the victims were transported by helicopter to a hospital.[609]"
February 1,Union Parish,Louisiana,4[n 1],0,4,A shooter shot and killed two members of a family and a friend of one of them inside a house. A third fled through a window uninjured and alerted the authorities. The shooter then committed suicide.[610]
January 31,Delano (1),California,1,4,5,"One person was killed and four others injured, one critically, in a shooting incident that occurred in several locations. The shooting happened during a memorial gathering for a victim who was killed in a traffic accident.[611]"
January 31,Boynton Beach (1),Florida,1,3,4,A shooting left one victim dead and the other three injured in the 200 block of Northeast First Court.[612]
January 31,Shreveport (1),Louisiana,0,4,4,"A shooting occurred at an apartment complex where four teens were injured. All four victims, aged 15–17 years old, suffered non-life-threatening injuries.[613]"
January 30,Merced,California,0,4,4,"Four teenagers were injured, one critically, in a shooting on public streets.[614]"
January 27,Bridgeport (1),Connecticut,0,4,4,"Four men were wounded outside the Golden Hill Street Courthouse while sitting in a car, in a drive-by shooting by multiple shooters.[615]"
January 26,Newburgh,New York,3,1,4,"Four family members were shot at a home. Three of the victims were killed; a child, was seriously wounded. The suspect was apprehended and arrested by the police.[616]"
January 26,Cape Girardeau,Missouri,0,5,5,Multiple shots were fired inside a business where five people were wounded in a shooting.[617]
January 26,Salisbury (1),North Carolina,0,6,6,"Six people were injured by a shooting shortly after midnight, at a local restaurant. An additional three others were treated for non-gunfire related injuries.[618]"
January 26,Hartsville,South Carolina,3,6,9,Three people were fatally shot and four others were injured at a bar.[619]
January 24,Vanceboro,North Carolina,5[n 1],0,5,"A man shot and killed his wife and three children, aged between eight months and four years old, and the family dog. He then killed himself.[620]"
January 24,Lisle,Illinois,2[n 1],2,4,A woman killed one  Illinois State Trooper and injured two others before killing herself at a cigar lounge.[621]
January 22,Seattle (1),Washington,1,7,8,"Eight people were shot, one fatally, outside a McDonald's restaurant on Pine Street in Downtown Seattle.[622]"
January 19,Kansas City (1),Missouri,2[n 1],15,17,Two people (including the perpetrator) were killed and fifteen others were injured during a shooting at a nightclub.[623]
January 19,South Houston,Texas,2,2,4,Police discovered two people dead and two injured after responding to a shooting.[624]
January 19,Memphis (1),Tennessee,1,4,5,One person was killed and four others were injured during a shooting outside a nightclub.[625]
January 19,San Antonio (1),Texas,2,5,7,Two people were killed and five others injured at a nightclub.[626]
January 17,Grantsville,Utah,4,1,5,"Haynie family shooting: Four people were killed and one was injured after a teenager allegedly fired at his family at their house. He was charged with four counts of aggravated murder, one count of attempted aggravated murder and five counts of illegal discharge of a firearm.[627]"
January 16,Chicago (1),Illinois,0,5,5,Three children between 11 and 16 years old were injured along with two adults after two perpetrators fired into a barber shop in the East Garfield Park neighborhood.[628]
January 15,Des Moines,Iowa,2,2,4,Two people were killed and two injured after a shooting in a home's detached garage.[629]
January 11,Aurora (1),Colorado,0,5,5,"Five people, including three teenagers, were wounded by a 16-year-old shooter at an apartment building.[630]"
January 8,Bay Saint Louis,Mississippi,2,2,4,Two people were killed and two injured in a random ambush style shooting. The perpetrator was arrested after arriving at his mother's house covered in blood.[631]
January 5,Atlanta (1),Georgia,0,4,4,Four people were injured by a single person after an argument near a northwestern Atlanta nightclub early in the morning.[632]
January 4,Ocala,Florida,1,3,4,One man was killed and three men were injured in a mid-morning shooting.[633]
January 2,New York City (1),New York,0,4,4,Four people were wounded in a drive-by shooting outside an apartment building in the Sunset Park neighborhood.[634]
January 1,St. Louis (1),Missouri,3,1,4,Responding police discovered three people dead and one wounded at an early morning shooting in the Benton Park neighborhood.[635]
January 1,Cleveland (1),Ohio,0,4,4,An argument in a Downtown Cleveland night club's VIP section led to three people being wounded; a fourth person was shot in the head in the back alley.[636]
January 1,Huntington,West Virginia,0,7,7,"Seven people were wounded inside and outside a hookah bar early in the morning, after an argument escalated.[637]"
January 1,Trujillo Alto,Puerto Rico,4,1,5,"A family of four, including nine-year-old twin boys, were shot and killed at their home after celebrating New Year's Eve. A 16-year-old boy was seriously injured.[638]"
